Name,Sector,Link,Website,About us
POCL Enterprises Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/poclenterprises/POC,http://www.poel.in,"Padma Oil Company Limited (POCL) is not only the biggest but also the oldest with its antecedents stretching well back to the colonial period of British-India. Its ancestral enterprise Rangooon Oil Company established petroleum business in this part of the world by the middle of nineteenth century. Although Padma Oil Company Limited is one of the three subsidiary marketing companies of BPC its status is unique and clearly different from the remaining two. Unlike other two marketing companies Padma Oil Company Limited, has share holdings of both Public & Private Sectors. POCL`s share is enlisted with both the stock exchanges of the country..The company also engagged in the business of Metallic Oxides, Plastic Additives."
Polychem Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/polychem/P05,http://www.polychemltd.com,"Polychem Ltd is a pioneer in the production of styrene, polystyrene, vinyl acetate and polyvinyl alcohol in India. The company has capacity to manufacture tailor made resins and capacity to develop polymers & co-polymers to suit the requirement of the customers.The product range of the company includes Cross Linked Polystyrene (XLPS),Low Molecular weight Polystyrene (LMPS),Styrene Ethyl Acrylate Co-Polymer (Acrylate-C),Polyvinyl Butyral,Styrene Malaic Anhydride Co-polymer (SMA Co-polymer),Styrene Butyl Acrylate Co-polymer (SBA PC - 50),Styrene Butyl Acrylate Co-polymer (SBA PC - 30) and Poly Alpha Methyl Styrene (PAMS PC - 290)..The company also engagged in the business of Specialty Chemicals."
Pondy Oxides & Chemicals Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/pondyoxideschemicals/PO03,http://www.pocl.com,"Pondy Oxides And Chemicals Ltd is one of the India`s leading metallic oxides and plastic additives producers.POCL is a diversified company with its presence in the metals, metallic oxides, PVC stabilizers and lead acid batteries.The product range of the company includes Metallic Oxides Division-Zinc Oxide,Litharge: Lead Monoxide,Lead sub oxide: (Grey Oxide) and Red lead.PVC Stabilisers Division-Lead Based Stabiliser,Liquid Stabiliser,Paint Driers,Metallic Stearates,Plasticiser and Lubricants and Process Adjuvant..The company also engagged in the business of Plastic Additives, Metal and Metallic Oxides."
Premier Explosives Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/premierexplosives/PE02,http://www.pelgel.com,"Premier Explosives Ltd (PEL)is one of the major companies manufacturing the entire range of explosives and accessories for the civil requirement. Apart from providing regular support services to customers, PEL also undertakes complete drilling & blasting contracts in collaboration with associates having resources of drilling and excavation equipment & manpower.The product range of the company includes Plain Detonators,Instant Electric Detonators,Copper Electric Detonators,Copper Delay Detonators,Short Delay Detonators,Ling Delay Detonators,Cord Delay Detonators,Ultra Safe Green Detonators,Seismic Electric Detonators,Non Electric Detonators and Detonating Cord - Premier Cord is a reliable, flexible, waterproof fuse with high tensile strength and abrasion resistance. It is an ideal means of transmitting detonation to an explosive charge."
Primo Chemicals Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/commodity-chemicals/primochemicals/PAC01,http://www.punjabalkalies.com,"Punjab Alkalies & Chemicals Ltd (PACL) has been promoted by the Punjab State Industrial Development Corporation Limited (PSIDC), a wholly owned Punjab Government Company.The product range of the company includes Caustic Soda Lye,Caustic Soda Flakes,Liquid Chlorine,Hydrochloric Acid,Sodium Hypochlorite and Hydrogen Gas."
Refnol Resin Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/refnolresin/RR02,http://www.refnol.com,"Refnol Resins & Chemicals Ltd operates five business divisions which are as follows:Textile Sizing Chemicals- into manufacturing and marketing a comprehensive range of performance chemicals for the sizing of warp yarns. The company markets this product successfully in India and overseas.Unsaturated & Saturated Polyester Resins - into manufacturing of unsaturated polyester resins for composite applications of all kinds such as chemical equipments, transportation and marine, construction and architecture.Garment Wash Chemicals and Textile Enzymes - The company started operation of garment wash chemicals and textile enzymes. The company markets this product in India, Bangladesh, Gulf Cooperation Council countries and Kenya. A full range of garment finishing chemicals and auxiliaries are manufactured and sold together with the enzyme formulations to the garment manufacturing industry in these countries.Laundry & Cleaning Chemicals - Company commenced manufacturing of laundry and cleaning chemicals, which is primarily aimed at institutional & industrial users.Textile Auxiliaries - this division manufactures full range of chemicals for the textile and fabric manufacturing process, pre-treatment, dyeing & printing, finishing & special applications."
Riddhi Siddhi Gluco Biols Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/riddhisiddhiglucobiols/RSG01,http://www.riddhisiddhi.co.in,"Riddhi Siddhi Gluco Biols Ltd is the largest manufacturing plant producing the starch of various types, liquid glucose, dextrose Monohydrate, Maltodextrin, Dextrose syrup, High Maltose Corn Syrup and the by products like Corn Gluten meal and Enriched fiber which are used in various applications catering to different industries of Food, Textile, paper, Pharmaceuticals, Confectionaries and many more.The product range of the company includes Maize Starch,Co - Products Corn Germ / Oil-Corn Gluten-Corn Fibre-Corn Steep Liquor,Liquid Glucose,Maltodextrin,Dextrose Monohydrate,Glucose - D and Dextrose Syrup..The company also in the business segment of Commodity Trading, Starch and allied products (Discontinuing Operations)."
Ritesh International Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/riteshinternational/RI13,http://www.riteshinternationalltd.com,"Ritesh International Ltd manufactures rubber, cosmetic and polyvinyl chloride grade stearic acid; crude and refined glycerin; fatty acid and distilled fatty acid. These products are used in the rubber, detergent, paint, cosmetic, pharmaceutical and other segments.The product range of the company includes Stearic acid,Glycerine,Plastic coated dish wash bar,Knitwear division and Corporate garment for advertisement /self use."
Sadhana Nitrochem Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/dyes-pigments/sadhananitrochem/SN,http://www.sncl.com,"Sadhana Nitro Chem Ltd (SNCL)is engaged in the manufacture and marketing of Nitrobenzene and its downstream derivatives and intermediates ( for various applications in Pharma, Agro, Dyes, Plastic Additives & Epoxy resin hardeners.The product range of the company includes Nitrobenzene,Metanilic acid,Sodium Meta,Nitrobenzene,Sulfonic Acid,3,3 Dinitro Diphenyl,Sulphone,Aniline 2,4 Disulfonic Acids,Aniline 2, 5 Disulfonic Acids,Meta Amino Phenol,N, N Diethyl Meta, Amino Phenol,3-Diethylamino, Phenetole,3 - Isopropoxy Aniline,Spiro (isobenzofuran-1(3H), 9),Spiro (isobenzofuran-1(3H), 9) and 2-Di(phenyl methyl)amine-6."
Shree Hari Chemical Exports Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/dyes-pigments/shreeharichemicalexports/SHC,http://www.shreeharichemicals.in,"Shree Hari Chemicals Export Ltd is a customer driven company with the vision to become one of the largest maufacturer of H-Acid in the world.The product range of the company includes Acid Dye,Direct Dye ,Dye Intermediates,Reactive Dyes and H-Acid ."
Solar Industries India Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/solarindustriesindia/SII04,http://www.solargroup.com,"Solar Industries (India) Ltd is one of the largest manufacturers and suppliers of Explosives and Explosive Accessories in India covering the entire range of products such as Bulk and Cartridge Explosives, Detonators, Detonating Cords, Pentaerythritol Tetranitrate (PETN), and Cast Boosters. The company supplies their products to major public and private sector companies like Coal India Limited and its subsidiaries, Steel Authority of India Limited, Singareni Collieries Company Limited, Hindustan Zinc Limited.They also supply to various national hydroelectric projects, cement industry, infrastructure and construction sector, Border Roads Organization etc."
Southern Online Bio Technologies Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/southernonlinebiotechnologies/SOB,http://www.sol.net.in,"Southern Online Bio Technologies Ltd is an eco-friendly green field company. The company was the first private Internet Service Provider to offer internet connectivity across the length & breadth of Andhra Pradesh. They provide dial up services to customers right from domestic users to companies and cyber cafes. They have subcategorized the dial up services based on various customers. The company has various packages like Access 100, Access 250, Access 500, Unlimited packages for single PC and Cyber Cafes.The services offered by the company includes Internet Services-Leased Lines,Dialup,Web Hosting,Wireless Solutions and Voip.Bio Diesel- SBT is the pioneer in India to move in the direction of eco-friendly fuel solutions using multi feed stock, state-of-the-art bio-technology to produce bio-diesel that is far superior to conventional diesel.Biodiesel and Glycerine..The company also in the business segment of ISP Division, Bio Diesel Division."
Square Four Projects India Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/commodity-chemicals/squarefourprojectsindia/ESI02,http://www.squarefourgroup.in,"Essen Supplements India Ltd is engaged in the manufacture of a range of superior construction chemicals. These include simple water proofing compounds to sophisticated naphthalene-based superplasticisers.The company also makes admixtures, concrete surface treatments, free flow non shrink grouts, industrial flooring system, repair products and water proofing systems. To date, Essen`s products have been effectively used by several prestigious clients nationwide, for infrastructure development projects, basic and heavy engineering industries and commercial/residential complexes."
Sree Rayalaseema Hi Strength Hyp Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/sreerayalaseemahistrengthhyp/SRH03,http://www.tgvgroup.com,"Sree Rayalaseema Hi-Strength Hypo Ltd.is the only Indian manufacturer of Calcium Hypochlorite, and one of the very few in the world. The company is also a front-ranking producer of Monochloro Acetic Acid.Monochloro Acetic Acid is used by all leading manufacturers of Non-Steroid Anti-Inflammatory Drugs, other pharmaceuticals, pesticides, organic chemicals etc.The product range of the company includes Calcium Hypochlorite (Granules and Tablets),Stable Bleaching Powder,Monochloro Acetic Acid,Chlorosulphonic Acid,Oleum 23% and 65% ,Bromine and Battery and Commercial grades Sulphuric acid..The company also in the business activities of Chemicals, Wind Power Generation."
Sterling Biotech Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sterlingbiotech/SB11,http://www.sterlingbiotech.in,"Sterling Biotech Ltd is engaged in manufacturing of pharmaceutical and nutraceutical gelatin.The company manufactures two kinds of gelatin namely pharmaceutical and edible.Further, Sterling sells Dicalcium Phosphate (DCP), which is a by-product generated during gelatin manufacturing process, to poultry-feed and fertilizer industry in India. DCP is used in manufacturing of products such as talcum powder, fertilizers and toothpaste."
Styrenix Performance Materials Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/commodity-chemicals/styrenixperformancematerials/INE01,http://www.styrenix.com,"Styrolution ABS (India) Ltd is a pioneer in developing the market for the versatile engineering thermoplastic material  Acrylonitrile Butadiene Styrene (ABS) in India.The company markets ABS polymer under the brand name of ABSOLAC. The product range of the company includes Absolac - (ABS) - Absolac is plastic resin produced from Acrylonitrile, Butadiene & Styrene. It is a widely used intermediary product. Their application ranges from home appliances to Automobile and consumer durables to business machines. Absolan - (SAN) - Absolan is also a polymerized plastic resin which is produced from Styrene & Acrylonitrile. It has its main applications in the Lightings, Stationeries and novelties, Refrigerators and cosmetic packing."
Sunshield Chemicals Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/sunshieldchemicals/SC28,http://www.sunshieldchemicals.com,"Sunshield Chemicals Ltd is engaged in the manufacture of Antioxidants and specialities for prime global customers. The product range of the company includes Plastic / Polymers / Rubber / Latex.Lubes, Oil.Wire Enamels.Paints, Coatings, Insulation Enamels, Inks.Glass Fibre.Cosmetics & Toiletries.Agro Chemicals.Other Specialities."
SVC Superchem Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/svcsuperchem/SVC,http://www.svcindustriesltd.com,SVC Superchem Ltd is engaged in letting on hire tank farms for storing chemicals. The company is also engaged in trading of chemicals
Tamilnadu Petroproducts Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/detergents/tamilnadupetroproducts/TP13,http://www.tnpetro.com,"Tamilnadu Petroproducts Ltd (TPL)a corporate star, was establishedwith the objective of setting up a 50,000 MTA Linear Alkyl Benzene (LAB) project. Over more than a decade, TPL grew in strength, thinking differently, harnessing the resources by laying a fundamental platform for financial strength and responding to customers innovatively by bringing in new products and services.TPL has also diversified into manufacture of Epichlorohydrin (ECH), a key raw material for producing Epoxy Resins. The product range of the company includes Linear Alkyl Benzene- Grades : SL-352 and SL-402.Heavy Alkylate (LAB Byproduct).Epichlorohydrin.Caustic Soda / Chlorine / Hydrochloric Acid / Ammonium Chloride / Sodium Hypo chlorite."
Tanfac Industries Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/tanfacindustries/TI02,http://www.tanfac.com,"Tanfac Industries Ltd. is engaged in the manufacture of chemicals such as aluminium fluoride and anhydrous hydrogen fluoride. In addition to this manufactures sulphuric acid inclusive of oleum, and, speciality fluorides.The fluorine based chemicals have vital applications in industries such as aluminium smelting, petroleum refining, refrigerant gases, steel re-rolling, glass, ceramics, sugar, fertilisers, heavy water, etc. The speciality chemicals are used as intermediates in the manufacture of pharmaceuticals drugs and agrochemicals.The product range of the company includes Inorganic Chemicals-Aluminium Fluoride,Anhydrous Hydrofluoric Acid,Cryolite (Granular),Dilute Hydrofluoric Acid,Hdrocholric Aacid - HCL,Oleum & Sulphuric Acid.Speciality Inorganic Fluorides-Ammonium Bifluoride,Cryolite (Powder),Fluoboric Acid,Hexa Fluoro Phosphoric Acid *,Magnesium Fluoride,Potassium Fluoborate,Potassium Fluoride,Potassium Hexa Fluoro Phosphate,Potassium Silico Fluoride,Potassium Titanium Fluoride,Potassium Zirconium Fluoride,Sodium Hexa Fluoro Phosphate and Sodium Silico Fluoride.Speciality Fine Chemicals-HF-Pyridine Complex,Tetra Butyl Ammonium Bi Fluoride,Tetra Butyl Ammonium Fluoride Derivatives,Tetra Butyl Ammonium Fluoride Trihydrate,Tetra Ethyl Ammonium Fluoride Dihydrate and Tri Ethylamine Trihydrogen Fluoride Complex."
TCM Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/pesticides-agro-chemicals/tcm/TCM01,http://www.tcmlimited.in,"TCM Ltd is engaged in the manufacture of of Potassium Chlorate  a vital raw material for the match Industry. In course of time the company diversified into a number of chemicals and established factories at Kalamassery in Kerala.The product range of the company includes Copper Sulphate,Copper Oxychloride and its formulations,Strontium Nitrate,Strontium Carbonate and Sodium Sulphide."
TGV Sraac Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/tgvsraac/SRA,http://www.tgvgroup.com,"Sree Rayalaseema Alkalies & Allied Chemicals Ltd is a leading producer of Chlor-Alkali products. The company also manufactures Castor Derivatives and Fatty Acids. Their soap division manufactures the following:The fragrant Royal Sandal Saffron Soap is the first and only one of its kind to bring the goodness of both saffron and sandal together and offer the `fairness` benefit to the users.Cool Lime is the company`s answer to the freshness and fragrance segment. Royal He-man is an economically-priced bathing bar for the common man on the move.Baby Doctor caters to the babies segment and is manufactured with special attention to the soft, tender skin of the babies.Lady Doctor, a beauty soap, is targeted at women and comes with the promise of a lingering fragrance. The product range of the company includes :-Chlor-Alkali products:-Caustic Soda (Lye/Flakes) (Mercury-free),Liquid Chlorine,Hydrochloric Acid,Caustic Potash (Lye/Flakes),Sodium Hypochlorite (Liquid) and Barium Sulphate (Precipitated powder).Castor Derivatives:-Hydrogenated Castor Oil (Flakes),12 Hydroxy Stearic Acid (Flakes),Ricinoleic Acid (Liquid),Rubber Grade Stearic Acid and Methyl 12 H S A (Flakes).Fatty Acids:-Stearic Acid,Hard Fatty Acids,Soft Fatty Acids,Soap Noodles and Glycerine..The company also in the business segment of Chemicals, Oils & Fats."
Thirumalai Chemicals Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/thirumalaichemicals/TC07,http://www.thirumalaichemicals.com,"Thirumalai Chemicals Ltd (TCL)manufactures and markets organic acids, anhydrides and derivatives for a variety of global industries including plastics, resins, paints, and coatings, agro chemicals, food, pharmaceuticals, textiles, personal care, paper, etc.The product range of the company includes Phthalic Anhydride,Maleic Anhydride,Fumaric acid,Malic Acid,Maleic Acid,Succinic Acid,Succinic Anhydride,etc."
Transpek Industry Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/transpekindustry/TI15,http://www.transpek.com,"Transpek Industry Ltd is one of the leading manufacturers and exporters of a range of chemicals servicing the requirements of customers from a diverse range of industries - textiles, pharmaceuticals, agrochemicals, polymers, etc. The product range of the company includes Thionyl Chloride,Chloro Acetyl Chloride,Sulphur Dichloride,Sulphur Monochloride, Oleum,Sulphur Trioxide,etc."
Tuticorin Alkali Chemicals and Fertilizers Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/tuticorinalkalichemicalsfertilizers/TAC02,http://www.tacfert.in,"Tuticorin Alkali Chemicals & Fertilisers Ltd`s principal activity is the manufacture and sale of soda ash, ammonium chloride, sodium bicarbonate, ammonium bicarbonate and bioproducts."
Universal Starch Chem Allied Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/universalstarchchemallied/USC,http://www.universalstarch.com,"Universal Starch-Chem Allied Ltd is engaged in Maize Refining .They have expanded their product range to cater to the requirements of Food, Pharmaceutical, Textile, Paper & Adhesive industries. The product range of the company includes Maize Starch Powder - IP (Super Quality),Maize Starch Powder - IP (Special Quality),Maize Starch Powder - (Pure),Maize Starch Powder -(Best Quality),Unigel - 160, 270 & 500,Liquid Glucose - IG & So2- free,etc."
Venlon Polyester Film Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/packaging/venlonpolyesterfilm/VPF,http://www.venlonenterprises.com,"Venlon Enterprises Ltd has business activities mainly in the manufacture of polyethylene terephthalate (PET) chips, benzyl octyl phthalate (BOP) films, formaldehyde and generation of wind energy. The product range of the company includes PET Chips,Polyester Film,Metalised Film,Formaldehyde,Paraformaldehyde,Methanol formaldehyde Solution and Wind Mill..The company also in the business activities of Film, Wind Mill, Formaldehyde & Paraformaldehyde."
Vivid Global Industries Ltd.,Commodity Chemicals,https://www.moneycontrol.com/india/stockpricequote/dyes-pigments/vividglobalindustries/VGI01,http://www.vividglobalinds.com,"Vivid Global Industries Ltd is one of the largest manufacturers of dye intermediates.The product range of the company includes J-Acid,Benzoyl J-Acid,Sulpho J-Acid,N-Methyl J-Acid,N-Phenyl J-Acid,N-Acetyl J-Acid and (R.W.Acid), Di J-Acid."
Adarsh Plantation Projects Ltd.,Compressors / Pumps,https://www.moneycontrol.com/india/stockpricequote/compressors-pumps/adarshplantationprojects/APP01,http://www.adarshplant.com,"Adarsh Plant Protect Ltd is into the business of manufacture and sale of various products used in carrying, spraying, dusting and spreading of various plant protection chemicals and fertilizers. Their products include knapsack sprayers, knapsack brass sprayers, knapsack outer cylinder, foot / rocker sprayers, assorted sprayers and power sprayers..The company also engagged in the business of Sprayers, Barrel Division."
Dynamatic Technologies Ltd.,Compressors / Pumps,https://www.moneycontrol.com/india/stockpricequote/pumps/dynamatictechnologies/DT05,http://www.dynamatics.com,"Dynamatic Technologies Ltd is the largest producer of Hydraulic Gear Pumps in Asia.The company produces highly engineered products for the following applications:Automotive Sector,Aerospace Sector,Agricultural Equipment Industry and Construction Equipment Industry.Product range of the company includes:Hydraulic gear pumps,Fluid power system,Aerospace- Products include the Wing and Rear Fuselage of the LAKSHYA, Ailerons Flaps for the wings for the HJT and Fins, Ventral Fins, Slats, Vertical & Horizontal Stabiliser, Canards and Air Brakes for the Sukhoi MKI fighter bomber..The company also engagged in the business of Aerospace, Aluminuim Casting, Hydraulic & Precision Engineering."
Elgi Equipments Ltd.,Compressors / Pumps,https://www.moneycontrol.com/india/stockpricequote/compressors/elgiequipments/EE01,http://www.elgi.com,"Elgi Equipments Ltd is engaged in the manufacturing of air compressors and automobile service station equipment.The products manufactured by the company has wide applications in the area of mining, pharmaceuticals, ship building, power, oil, chemicals, textiles, printing, paper, transport, electronics, telecommunications, defence, medical, railways, food and beverages and plastics.The product range of the company includes:Rotary Screw Air Compressors- Under this company designs and manufactures electric and diesel powered screw air compressor. Under this the company manufactures wide range of products such as electric powered screw air compressors, airends, oil-free screw air compressor, centrifugal air compressor and portable screw air compressor. The company has also manufactured the worlds smallest screw air compressor known as ELGI Micro Rotary. Reciprocating Air Compressors- Under this, EEL manufactures a range of compressors namely horizon series reciprocating air compressors, borewell compressors, ELGIPET air power systems, high pressure / volume reciprocating air compressors, high volume tank mounted compressors, tractor mounted air compressors, high pressure reciprocating air compressor and bare compressor pumps.Automotive Equipments- Under this the company manufactures equipments for two, three and four wheelers that provides a total service station solutions. The Company is engaged in the production of automoti"
Ingersoll Rand (India) Ltd.,Compressors / Pumps,https://www.moneycontrol.com/india/stockpricequote/compressors/ingersollrandindia/IRI01,http://www.irco.com,"Ingersoll Rand India Private Limited was founded in Kolkata in 1921, one of the first American investments in India. Ingersoll-Rand plc (NYSE:IR) and its consolidated subsidiaries is a $14 billion diversified, global company that provides products, services and solutions to enhance the quality and comfort of air in homes and buildings, transport and protect food and perishables, secure homes and commercial properties, and increase industrial productivity and efficiency..The company also in the business segment of AS, Environment Solutions."
Kirloskar Pneumatic Company Ltd.,Compressors / Pumps,https://www.moneycontrol.com/india/stockpricequote/compressors/kirloskarpneumaticcompany/KGK,https://www.kirloskarpneumatic.com/,"Kirloskar Pneumatic Company Ltd. (KPCL) is one of the core group companies. KPCL was incorporated in 1958. KPCL is certified for Integrated Management System (IMS) Certifications of ISO 9001:2008, ISO 14001:2004, OHSAS 18001:2007, by TUV NORD. It operates in two segments: compression systems and transmission products. Compression system offers a range of air compressors in 15 product categories. The division has a complete range of air compressors covering reciprocating compressors to the centrifugal type as well as screw type compressors. These compressors cater to needs of diverse industrial segments. Its products include air compressors, air conditioning and refrigeration compressors, and systems. Transmission Division caters to niche market segments in Rail traction gears, Marine gear boxes, Non conventional energy area like Wind turbine gear boxes and Transmissions for locomotives and self propelled vehicles. .The company also in the business segment of Compression Systems, Transmission Equipments."
Roto Pumps Ltd.,Compressors / Pumps,https://www.moneycontrol.com/india/stockpricequote/pumps/rotopumps/RP17,http://www.rotopumps.com,"Roto Pumps Ltd is engaged in the manufacture of vital components and complete pumps used in the mining industry.The product range of the company includes Progressive Cavity Pumps and Twin Screw Pumps.Accessories-Dry Running Protection Device.Pressure Switch.Gauges (Pressure, Vacuum, Differential).Relief Valves. Strainers."
Shakti Pumps (India) Ltd.,Compressors / Pumps,https://www.moneycontrol.com/india/stockpricequote/pumps/shaktipumpsindia/SPI08,http://www.shaktipumps.com,"Shakti Pumps (India) Ltd is engaged in the manufacture of submersible pumps and electric control panels.The company has expanded their portfolio by manufacturing of stainless steel submersible pumps and motors.The company markets their products under the brand name Shakti.They manufacture and export energy efficient pumps and motors such as submersible pumps, SRN-booster pumps or submersible motors and many more."
Veljan Denison Ltd.,Compressors / Pumps,https://www.moneycontrol.com/india/stockpricequote/compressors/veljandenison/DHI,http://www.veljan.in,"Veljan Denison Ltd is an industrial manufacturer and services hydraulic fluid power systems and components.The company produces hydraulic pumps and motors including vane pumps and motors, piston pumps and motors, and radial piston motors; electronic components, HydraCOOL system, and OASIS system; valves and manifolds.The products find applications in mobile equipment and machinery used in the construction, demolition, mining, utilities, agricultural, industrial manufacturing industries and marine equipment used in commercial and military sea vessels."
WPIL Ltd.,Compressors / Pumps,https://www.moneycontrol.com/india/stockpricequote/pumps/wpil/WPI,http://www.wpil.co.in,"WPIL Ltd is mainly engaged in the manufacturing of vertical pumps, horizontal pumps, grey iron, castings and sluice valves.WPIL now offers system engineering and complete solutions to all kinds of water and waste water handling and transportation needs.The product range of the company includes Vertical Turbine Pumps,Vertical Mixed Flow & Axial Flow Pumps,Submersible Pumps,Horizontal Centrifugal Pumps,etc."
Accel Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/accel/AT17,http://www.accel-india.com,"Accel Limited was started in 1991 as a multi vendor IT services company in Chennai. It evolved over the past three decades, creating niche entities on a versatile range of domains to meet the requirements of the discerning IT user community with state of the art solutions and services. Accel offers a wide range of services that include IT Infrastructure Management services, Warranty Management Services, Managed Print Services, Cyber Security, and Software Services, with strong presence in the domestic and international markets."
ACI Infocom Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/aciinfocom/ACI07,http://www.acirealty.co.in,ACI Infocom Ltd is focused on delivering IT solutions and services and telecom products and services to customers across India and the world.
Allied Computers International (Asia) Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computers-software-medium-small/alliedcomputersinternationalasia/ACI13,http://www.aciasialtd.com,"Allied Computers International (Asia) Ltd was formed to promote notebook specialist brand `ACi`. Business area of the company comprises of Assembly of laptop and notebook computers, Chip level repairs of motherboard, screen, DVD and hardware of all brands of computers and Development of software required in hardware and security."
Cerebra Integrated Technologies Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/cerebraintegratedtechnologies/CIT,http://www.cerebracomputers.com,"Cerebra Integrated Technologies Ltd. commenced its business with the Hardware sector and later expanded to provide software services, IT training and consulting, and today offers total IT Solutions comprising LPO, BPO and KPO services."
Compuage Infocom Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/compuageinfocom/CI29,http://www.compuageindia.com,"Compuage Infocom Ltd is a leading IT distribution company.The company is authorised service provider for APC for Lups, Creative, Mercury Motherboards and Odyssey PC Building Blocks."
Control Print Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/trading/controlprint/CP11,http://www.controlprint.com,"Control Print Ltd is a pioneer in the manufacturing of coding and marking solutions in India.Product range of the company includes Continuous Ink Jet Printer,Large Character Printer,Hot Roll Coder,Thermal Transfer Overprinter,Laser and Consumables."
D-Link India Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/d-linkindia/DLI01,http://www.dlink.co.in,"D-Link (India) Ltd is engaged in Marketing and Distribution of Networking products. It deals with the design, manufacture and marketing of networking, broadband, digital, voice, and data communications solutions.The Company is firmly committed towards delivering high quality, efficiency and reliability to Networking products, solutions and services."
Ducon Infratechnologies Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computers-software/duconinfratechnologies/DT9,http://www.duconinfra.co.in,Dynacons Technologies Limited is an Information Technology company engaged in providing a comprehensive range of products tocustomers.
ECS Biztech  Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computers-software-training/ecsbiztech/ECS02,http://www.ecscorporation.com,ECS Biztech Pvt. Ltd. is a group company of ECS Group (Eco-friendly Computech Solutions) focused on providing customer centric technology solutions and services through the best environment friendly practices. The only company that provides such a wide range of IT solutions and services expanded and penetrated across Pan India.
HCL Infosystems Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/hclinfosystems/HCL,http://www.hclinfosystems.in,"HCL Infosystems Ltd is Indias premier hardware, services and ICT systems integration company offering a wide spectrum of ICT products that includes Computing, Storage, Networking, Security, Telecom, Imaging and Retail..The company also in the business activities of Distribution, Computer Systems & Other Related Products."
Innovative Ideals and Services India Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computer-peripherals/innovativeidealsservicesindia/IIS,http://www.innovative.in,
International Data Management Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/internationaldatamanagement/IDM,http://www.idmlimited.in,
JL Morison (India) Ltd.,Computer Peripherals,https://www.moneycontrol.com/india/stockpricequote/personal-care/jlmorisonindia/JLM,http://www.jlmorison.com,"J.L. Morison (India) Limited is an India-based company. The Company is engaged in trading, manufacturing and marketing of deodorants, fragrances, toiletry and personal healthcare products, low-calorie food substitutes, cooking oils, medicated toothpaste, foot care products, baby care feeding bottles and accessories. The Company has two segments: Personal & Healthcare and Crude Edible Oil in Bulk. The Company manufactures and distributes brands of companies like Nivea, Emoform, Coty (Playboy and Lamborghini fragrances), Equal, Bigen and Beechams. It also has its own range of brands called Baby Dreams, Zero Gravity, Gentleman and Morisons."
